substrate,generation,enzyme,row,col,well,reactivity,active
Gramine,gen3,AncFDMO_1302_c20,H,18,H18,0.0,False
Gramine,gen3,AncFDMO_1520_c22,H,19,H19,0.0,False
Gramine,gen3,AncFDMO_984_c26,H,20,H20,0.0,False
Gramine,gen3,AncFDMO_2130_c30,H,21,H21,0.0,False
Gramine,gen3,AncFDMO_490_c33,H,22,H22,0.0,False
Gramine,gen3,AncFDMO_486_c37,H,23,H23,0.0,False
Gramine,gen3,NEC,H,24,H24,0.0,False
Gramine,gen3,AncFDMO_196_c4,H,25,H25,0.0,False
Gramine,gen3,AncFDMO_777_c7,H,26,H26,0.0,False
Gramine,gen3,AncFDMO_1168_c11,H,27,H27,0.0,False
Gramine,gen3,AncFDMO_1415_c14,H,28,H28,0.0,False
Gramine,gen3,AncFDMO_1877_c16,H,29,H29,0.0,False
Gramine,gen3,AncFDMO_950_c20,H,30,H30,0.0,False
Gramine,gen3,AncFDMO_1258_c22,H,31,H31,0.0,False
Gramine,gen3,AncFDMO_738_c26,H,32,H32,0.0,False
Gramine,gen3,AncFDMO_1730_c30,H,33,H33,0.0,False
Gramine,gen3,AncFDMO_347_c33,H,34,H34,0.0,False
Gramine,gen3,AncFDMO_388_c37,H,35,H35,0.0,False
Gramine,gen3,NEC,H,36,H36,0.0,False
Gramine,gen2,Anc321,A,1,A1,0.0,False
Gramine,gen2,Anc322,A,2,A2,0.0,False
Gramine,gen2,Anc373,A,3,A3,0.0,False
Gramine,gen2,Anc416,A,4,A4,0.0,False
Gramine,gen2,A0A0L0NHZ5,A,5,A5,0.0,False
Gramine,gen2,I1S0U1,A,6,A6,0.0,False
Gramine,gen2,A0A317WVG8,A,7,A7,0.0,False
Gramine,gen2,Q1DDU6,A,8,A8,0.0,False
Gramine,gen2,A0A430HSE9,A,9,A9,0.0,False
Gramine,gen2,A0A0F8U263,A,10,A10,0.0,False
Gramine,gen2,B6K5M4,A,11,A11,0.0,False
Gramine,gen2,A0A2I6PIZ8,A,12,A12,0.0,False
Gramine,gen2,Anc333,B,1,B1,0.0,False
Gramine,gen2,Anc322a,B,2,B2,0.0,False
Gramine,gen2,Anc373a,B,3,B3,0.0,False
Gramine,gen2,Anc416a,B,4,B4,0.0,False
Gramine,gen2,A7UX11,B,5,B5,0.0,False
Gramine,gen2,A0A0F7ZML0,B,6,B6,0.0,False
Gramine,gen2,J4VWM7,B,7,B7,0.0,False
Gramine,gen2,A8LVF4,B,8,B8,0.0,False
Gramine,gen2,A0A0S4NSV0,B,9,B9,0.0,False
Gramine,gen2,A0A0C9V1F0,B,10,B10,0.0,False
Gramine,gen2,S9VNB0,B,11,B11,0.0,False
Gramine,gen2,A0A1D8G3K4,B,12,B12,0.0,False
Gramine,gen2,Anc369a,C,1,C1,0.0,False
Gramine,gen2,Anc366,C,2,C2,0.0,False
Gramine,gen2,Anc374,C,3,C3,0.0,False
Gramine,gen2,Anc457,C,4,C4,0.0,False
Gramine,gen2,A0A1W2TF28,C,5,C5,0.0,False
Gramine,gen2,cP23262,C,6,C6,0.0,False
Gramine,gen2,A0A559M954,C,7,C7,0.0,False
Gramine,gen2,Q2GQG8,C,8,C8,0.0,False
Gramine,gen2,Q4WLW7,C,9,C9,0.0,False
Gramine,gen2,J3KA16,C,10,C10,0.0,False
Gramine,gen2,Q9Y7Z9,C,11,C11,0.0,False
Gramine,gen2,C5FM59,C,12,C12,0.0,False
Gramine,gen2,Anc382,D,1,D1,0.0,False
Gramine,gen2,Anc366a,D,2,D2,0.0,False
Gramine,gen2,Anc374a,D,3,D3,0.0,False
Gramine,gen2,Anc457a,D,4,D4,0.0,False
Gramine,gen2,A0A2J6S3A7,D,5,D5,0.0,False
Gramine,gen2,cQ5BEJ7,D,6,D6,0.0,False
Gramine,gen2,A0A177BZG4,D,7,D7,0.0,False
Gramine,gen2,G3XQJ1,D,8,D8,0.0,False
Gramine,gen2,A0A0K8LS04,D,9,D9,0.0,False
Gramine,gen2,A5ABG5,D,10,D10,0.0,False
Gramine,gen2,Q3S8R0,D,11,D11,0.0,False
Gramine,gen2,E4V2N4,D,12,D12,0.0,False
Gramine,gen2,Anc331,E,1,E1,0.0,False
Gramine,gen2,Anc367,E,2,E2,0.0,False
Gramine,gen2,Anc280,E,3,E3,0.0,False
Gramine,gen2,Anc488,E,4,E4,0.0,False
Gramine,gen2,A0A2J6T8P1,E,5,E5,0.0,False
Gramine,gen2,cG3XMC2,E,6,E6,0.0,False
Gramine,gen2,P23262,E,7,E7,0.0,False
Gramine,gen2,Q9S3U9,E,8,E8,0.0,False
Gramine,gen2,K9G8U3,E,9,E9,0.0,False
Gramine,gen2,V5FKW7,E,10,E10,0.0,False
Gramine,gen2,A0A370B0Q9,E,11,E11,0.0,False
Gramine,gen2,F2S701,E,12,E12,0.0,False
Gramine,gen2,Anc331a,F,1,F1,0.0,False
Gramine,gen2,Anc367a,F,2,F2,0.0,False
Gramine,gen2,Anc280a,F,3,F3,0.0,False
Gramine,gen2,Anc488a,F,4,F4,0.0,False
Gramine,gen2,A0A3D8QGL3,F,5,F5,0.0,False
Gramine,gen2,cB6HN76,F,6,F6,0.0,False
Gramine,gen2,Q53552,F,7,F7,0.0,False
Gramine,gen2,A0A2R2IYY2,F,8,F8,0.0,False
Gramine,gen2,B6HJU4,F,9,F9,0.0,False
Gramine,gen2,R7YWS5,F,10,F10,0.0,False
Gramine,gen2,A0A178XEJ6,F,11,F11,0.0,False
Gramine,gen2,KPJ13581_1,F,12,F12,0.0,False
Gramine,gen2,Anc332,G,1,G1,0.0,False
Gramine,gen2,Anc368,G,2,G2,0.0,False
Gramine,gen2,Anc412,G,3,G3,0.0,False
Gramine,gen2,A0A101MPG3,G,4,G4,0.0,False
Gramine,gen2,E3RKN0,G,5,G5,0.0,False
Gramine,gen2,cQ0CJ62,G,6,G6,0.0,False
Gramine,gen2,A0A239M104,G,7,G7,0.0,False
Gramine,gen2,A0A4R7BCP1,G,8,G8,0.0,False
Gramine,gen2,S8AW72,G,9,G9,0.0,False
Gramine,gen2,S3CM43,G,10,G10,0.0,False
Gramine,gen2,E1ACP7,G,11,G11,0.0,False
Gramine,gen2,Q5ATK1,G,12,G12,0.0,False
Gramine,gen2,Anc332a,H,1,H1,0.0,False
Gramine,gen2,Anc368a,H,2,H2,0.0,False
Gramine,gen2,Anc412a,H,3,H3,0.0,False
Gramine,gen2,A0A4Q7JZ50,H,4,H4,0.0,False
Gramine,gen2,Q0CJ62,H,5,H5,0.0,False
Gramine,gen2,A0A1R3RGJ2,H,6,H6,0.0,False
Gramine,gen2,Q84HF5,H,7,H7,0.0,False
Gramine,gen2,C7EDM6,H,8,H8,0.0,False
Gramine,gen2,A0A135LJG1,H,9,H9,0.0,False
Gramine,gen2,A0A0B4HMN8,H,10,H10,0.0,False
Gramine,gen2,E1ACQ4,H,11,H11,0.0,False
Gramine,gen2,Empty pMCSG7,H,12,H12,0.0,False
Gramine,gen1,Anc 305,A,1,A1,0.0,False
Gramine,gen1,Anc 305a,A,2,A2,0.0,False
Gramine,gen1,Anc 306,A,3,A3,0.0,False
Gramine,gen1,Anc 306a,A,4,A4,0.0,False
Gramine,gen1,Anc 311C,A,5,A5,0.0,False
Gramine,gen1,Anc 311a,A,6,A6,0.0,False
Gramine,gen1,Anc 312,A,7,A7,0.0,False
Gramine,gen1,Anc 312a,A,8,A8,0.0,False
Gramine,gen1,Anc 321,A,9,A9,0.0,False
Gramine,gen1,Anc 321a,A,10,A10,0.0,False
Gramine,gen1,Anc 333,A,11,A11,0.0,False
Gramine,gen1,Anc 333a,A,12,A12,0.0,False
Gramine,gen1,Anc 334,B,1,B1,0.0,False
Gramine,gen1,Anc 334a,B,2,B2,0.0,False
Gramine,gen1,Anc 335,B,3,B3,0.0,False
Gramine,gen1,Anc 335a,B,4,B4,0.0,False
Gramine,gen1,Anc 346,B,5,B5,0.0,False
Gramine,gen1,Anc 346a,B,6,B6,0.0,False
Gramine,gen1,Anc 354,B,7,B7,0.0,False
Gramine,gen1,Anc 354a,B,8,B8,0.0,False
Gramine,gen1,Anc 369,B,9,B9,0.0,False
Gramine,gen1,Anc 369a,B,10,B10,0.0,False
Gramine,gen1,Anc 370,B,11,B11,0.0,False
Gramine,gen1,Anc 370a,B,12,B12,0.0,False
Gramine,gen1,Anc 371,C,1,C1,0.0,False
Gramine,gen1,Anc 371a,C,2,C2,0.0,False
Gramine,gen1,Anc 382,C,3,C3,0.0,False
Gramine,gen1,Anc 382a,C,4,C4,0.0,False
Gramine,gen1,Anc 304,C,5,C5,0.0,False
Gramine,gen1,Anc 304a,C,6,C6,0.0,False
Gramine,gen1,Anc 400,C,7,C7,0.0,False
Gramine,gen1,Anc 400a,C,8,C8,0.0,False
Gramine,gen1,Anc 401,C,9,C9,0.0,False
Gramine,gen1,Anc 401a,C,10,C10,0.0,False
Gramine,gen1,Anc 468,C,11,C11,0.0,False
Gramine,gen1,Anc 468a,C,12,C12,0.0,False
Gramine,gen1,Anc 284,D,1,D1,0.0,False
Gramine,gen1,Anc 284a,D,2,D2,0.0,False
Gramine,gen1,49_Clade,D,3,D3,0.0,False
Gramine,gen1,50_Clade,D,4,D4,0.0,False
Gramine,gen1,51_Clade,D,5,D5,0.0,False
Gramine,gen1,52_Clade,D,6,D6,0.0,False
Gramine,gen1,53_Clade,D,7,D7,0.0,False
Gramine,gen1,54_Clade,D,8,D8,0.0,False
Gramine,gen1,55_Clade,D,9,D9,0.0,False
Gramine,gen1,56_Clade,D,10,D10,0.0,False
Gramine,gen1,57_Clade,D,11,D11,0.017165346060797018,True
Gramine,gen1,58_Clade,D,12,D12,0.0,False
Gramine,gen1,59_Clade,E,1,E1,0.0,False
Gramine,gen1,60_Clade,E,2,E2,0.0,False
Gramine,gen1,61_Clade,E,3,E3,0.0,False
Gramine,gen1,62_Clade,E,4,E4,0.0,False
Gramine,gen1,63_Clade,E,5,E5,0.0,False
Gramine,gen1,64_Clade,E,6,E6,0.0,False
Gramine,gen1,65_Clade,E,7,E7,0.0,False
Gramine,gen1,66_Clade,E,8,E8,0.0,False
Gramine,gen1,67_Clade,E,9,E9,0.0,False
Gramine,gen1,68_Func.,E,10,E10,0.0,False
Gramine,gen1,69_Func.,E,11,E11,0.0,False
Gramine,gen1,70_Func.,E,12,E12,0.0,False
Gramine,gen1,71_Func.,F,1,F1,0.0,False
Gramine,gen1,72_Func.,F,2,F2,0.0,False
Gramine,gen1,73_Func.,F,3,F3,0.0,False
Gramine,gen1,74_Func.,F,4,F4,0.0,False
Gramine,gen1,81_Func.,F,5,F5,0.0,False
Gramine,gen1,82_Func.,F,6,F6,0.0,False
Gramine,gen1,83_Func.,F,7,F7,0.0,False
Gramine,gen1,84_Func.,F,8,F8,0.0,False
Gramine,gen1,85_Func.,F,9,F9,0.0,False
Gramine,gen1,86_hypo.,F,10,F10,0.0,False
Gramine,gen1,87_hypo.,F,11,F11,0.0,False
Gramine,gen1,88_hypo.,F,12,F12,0.0,False
Gramine,gen1,89_hypo.,G,1,G1,0.0,False
Gramine,gen1,90_hypo.,G,2,G2,0.0,False
Gramine,gen1,91_hypo.,G,3,G3,0.0,False
Gramine,gen1,92_hypo.,G,4,G4,0.0,False
Gramine,gen1,93_hypo.,G,5,G5,0.0,False
Gramine,gen1,94_hypo.,G,6,G6,0.0,False
Gramine,gen1,95_hypo.,G,7,G7,0.0,False
Gramine,gen1,96_hypo.,G,8,G8,0.0,False
Gramine,gen1,97_hypo.,G,9,G9,0.0,False
Gramine,gen1,98_hypo.,G,10,G10,0.0,False
Gramine,gen1,99_hypo.,G,11,G11,0.0,False
Gramine,gen1,100_hypo.,G,12,G12,0.0,False
Gramine,gen1,101_hypo.,H,1,H1,0.0,False
Gramine,gen1,102_hypo.,H,2,H2,0.0,False
Gramine,gen1,103_hypo.,H,3,H3,0.0,False
Gramine,gen1,104_hypo.,H,4,H4,0.0,False
Gramine,gen1,105_hypo.,H,5,H5,0.0,False
Gramine,gen1,AfoD,H,6,H6,0.0,False
Gramine,gen1,AzaH,H,7,H7,0.0,False
Gramine,gen1,TropB,H,8,H8,0.0,False
Gramine,gen1,Blk,H,9,H9,0.0,False
Gramine,gen1,Blk,H,10,H10,0.0,False
Gramine,gen1,Blk,H,11,H11,0.0,False
Gramine,gen1,Blk,H,12,H12,0.0,False
Tryptophol,gen3,AncFDMO_791_c1,A,1,A1,0.03952386364697572,True
Tryptophol,gen3,AncFDMO_1818_c5,A,2,A2,0.0,False
Tryptophol,gen3,AncFDMO_162_c8,A,3,A3,0.0,False
Tryptophol,gen3,AncFDMO_1809_c11,A,4,A4,0.0,False
Tryptophol,gen3,AncFDMO_2310_c14,A,5,A5,0.0,False
Tryptophol,gen3,AncFDMO_1370_c18,A,6,A6,0.0,False
Tryptophol,gen3,AncFDMO_1795_c20,A,7,A7,0.0,False
Tryptophol,gen3,AncFDMO_1317_c24,A,8,A8,0.0,False
Tryptophol,gen3,AncFDMO_1758_c27,A,9,A9,0.0,False
Tryptophol,gen3,AncFDMO_1550_c31,A,10,A10,0.0,False
Tryptophol,gen3,AncFDMO_205_c34,A,11,A11,0.0,False
Tryptophol,gen3,AncFDMO_240_c38,A,12,A12,0.0,False
Tryptophol,gen3,AncFDMO_687_c1,A,13,A13,0.0,False
Tryptophol,gen3,AncFDMO_1491_c5,A,14,A14,0.0,False
Tryptophol,gen3,AncFDMO_747_c9,A,15,A15,0.0,False
Tryptophol,gen3,AncFDMO_521_c12,A,16,A16,0.0,False
Tryptophol,gen3,AncFDMO_1964_c14,A,17,A17,0.010247073406379033,True
Tryptophol,gen3,AncFDMO_2494_c16,A,18,A18,0.0,False
Tryptophol,gen3,AncFDMO_1443_c20,A,19,A19,0.0,False
Tryptophol,gen3,AncFDMO_1000_c24,A,20,A20,0.0,False
Tryptophol,gen3,AncFDMO_1482_c27,A,21,A21,0.0,False
Tryptophol,gen3,AncFDMO_1139_c31,A,22,A22,0.0,False
Tryptophol,gen3,AncFDMO_173_c34,A,23,A23,0.0,False
Tryptophol,gen3,AncFDMO_207_c38,A,24,A24,0.0,False
Tryptophol,gen3,AncFDMO_522_c1,A,25,A25,0.0,False
Tryptophol,gen3,AncFDMO_1244_c5,A,26,A26,0.0,False
Tryptophol,gen3,AncFDMO_555_c9,A,27,A27,0.0,False
Tryptophol,gen3,AncFDMO_433_c12,A,28,A28,0.0,False
Tryptophol,gen3,AncFDMO_1536_c14,A,29,A29,0.0,False
Tryptophol,gen3,AncFDMO_1961_c16,A,30,A30,0.022947599504098422,True
Tryptophol,gen3,AncFDMO_1059_c20,A,31,A31,0.0,False
Tryptophol,gen3,AncFDMO_758_c24,A,32,A32,0.0,False
Tryptophol,gen3,AncFDMO_1134_c27,A,33,A33,0.0,False
Tryptophol,gen3,AncFDMO_917_c31,A,34,A34,0.0,False
Tryptophol,gen3,AncFDMO_145_c34,A,35,A35,0.0,False
Tryptophol,gen3,AncFDMO_188_c38,A,36,A36,0.0,False
Tryptophol,gen3,AncFDMO_854_c1,B,1,B1,0.0,False
Tryptophol,gen3,AncFDMO_2026_c5,B,2,B2,0.21520739533249425,True
Tryptophol,gen3,AncFDMO_941_c9,B,3,B3,0.0,False
Tryptophol,gen3,AncFDMO_682_c12,B,4,B4,0.0,False
Tryptophol,gen3,AncFDMO_1846_c15,B,5,B5,0.0,False
Tryptophol,gen3,AncFDMO_1469_c18,B,6,B6,0.0,False
Tryptophol,gen3,AncFDMO_1251_c21,B,7,B7,0.0,False
Tryptophol,gen3,AncFDMO_1366_c24,B,8,B8,0.0,False
Tryptophol,gen3,AncFDMO_1860_c27,B,9,B9,0.0,False
Tryptophol,gen3,AncFDMO_1621_c31,B,10,B10,0.0,False
Tryptophol,gen3,AncFDMO_1362_c35,B,11,B11,0.0,False
Tryptophol,gen3,AncFDMO_1888_c39,B,12,B12,0.0,False
Tryptophol,gen3,AncFDMO_698_c1,B,13,B13,0.0,False
Tryptophol,gen3,AncFDMO_1629_c5,B,14,B14,0.0,False
Tryptophol,gen3,AncFDMO_867_c9,B,15,B15,0.0,False
Tryptophol,gen3,AncFDMO_630_c12,B,16,B16,0.0,False
Tryptophol,gen3,AncFDMO_1497_c15,B,17,B17,0.0,False
Tryptophol,gen3,AncFDMO_1191_c18,B,18,B18,0.0,False
Tryptophol,gen3,AncFDMO_1566_c20,B,19,B19,0.0,False
Tryptophol,gen3,AncFDMO_1084_c24,B,20,B20,0.0,False
Tryptophol,gen3,AncFDMO_1605_c27,B,21,B21,0.0,False
Tryptophol,gen3,AncFDMO_1253_c31,B,22,B22,0.0,False
Tryptophol,gen3,AncFDMO_1086_c35,B,23,B23,0.0,False
Tryptophol,gen3,AncFDMO_1493_c39,B,24,B24,0.0,False
Tryptophol,gen3,AncFDMO_579_c1,B,25,B25,0.0,False
Tryptophol,gen3,AncFDMO_1284_c5,B,26,B26,0.029367438988833903,True
Tryptophol,gen3,AncFDMO_635_c9,B,27,B27,0.0,False
Tryptophol,gen3,AncFDMO_490_c12,B,28,B28,0.0,False
Tryptophol,gen3,AncFDMO_1280_c15,B,29,B29,0.0,False
Tryptophol,gen3,AncFDMO_852_c18,B,30,B30,0.0,False
Tryptophol,gen3,AncFDMO_1183_c20,B,31,B31,0.0,False
Tryptophol,gen3,AncFDMO_866_c24,B,32,B32,0.0,False
Tryptophol,gen3,AncFDMO_1243_c27,B,33,B33,0.0,False
Tryptophol,gen3,AncFDMO_1036_c31,B,34,B34,0.0,False
Tryptophol,gen3,AncFDMO_905_c35,B,35,B35,0.027910074161119323,True
Tryptophol,gen3,AncFDMO_1102_c39,B,36,B36,0.0,False
Tryptophol,gen3,AncFDMO_1334_c2,C,1,C1,0.022007969582919982,True
Tryptophol,gen3,AncFDMO_2119_c5,C,2,C2,0.0,False
Tryptophol,gen3,AncFDMO_1026_c9,C,3,C3,0.0,False
Tryptophol,gen3,AncFDMO_743_c12,C,4,C4,0.0,False
Tryptophol,gen3,AncFDMO_2049_c15,C,5,C5,0.0,False
Tryptophol,gen3,AncFDMO_1496_c18,C,6,C6,0.0,False
Tryptophol,gen3,AncFDMO_1325_c21,C,7,C7,0.0,False
Tryptophol,gen3,AncFDMO_1439_c24,C,8,C8,0.0,False
Tryptophol,gen3,AncFDMO_2097_c27,C,9,C9,0.0,False
Tryptophol,gen3,AncFDMO_1692_c31,C,10,C10,1.3103130578429498,True
Tryptophol,gen3,AncFDMO_1539_c35,C,11,C11,0.0,False
Tryptophol,gen3,AncFDMO_1929_c39,C,12,C12,0.0,False
Tryptophol,gen3,AncFDMO_921_c2,C,13,C13,0.0,False
Tryptophol,gen3,AncFDMO_1732_c5,C,14,C14,0.0,False
Tryptophol,gen3,AncFDMO_1397_c10,C,15,C15,0.0,False
Tryptophol,gen3,AncFDMO_1013_c13,C,16,C16,0.0,False
Tryptophol,gen3,AncFDMO_1553_c15,C,17,C17,0.0,False
Tryptophol,gen3,AncFDMO_1270_c18,C,18,C18,0.0,False
Tryptophol,gen3,AncFDMO_1074_c21,C,19,C19,0.0,False
Tryptophol,gen3,AncFDMO_1274_c24,C,20,C20,0.0,False
Tryptophol,gen3,AncFDMO_1731_c27,C,21,C21,0.0,False
Tryptophol,gen3,AncFDMO_1397_c31,C,22,C22,0.0,False
Tryptophol,gen3,AncFDMO_1221_c35,C,23,C23,0.0,False
Tryptophol,gen3,AncFDMO_1641_c39,C,24,C24,0.0,False
Tryptophol,gen3,AncFDMO_761_c2,C,25,C25,0.0,False
Tryptophol,gen3,AncFDMO_1358_c5,C,26,C26,0.0,False
Tryptophol,gen3,AncFDMO_1008_c10,C,27,C27,0.0,False
Tryptophol,gen3,AncFDMO_808_c13,C,28,C28,0.0,False
Tryptophol,gen3,AncFDMO_1385_c15,C,29,C29,0.0,False
Tryptophol,gen3,AncFDMO_883_c18,C,30,C30,0.0,False
Tryptophol,gen3,AncFDMO_782_c21,C,31,C31,0.0,False
Tryptophol,gen3,AncFDMO_968_c24,C,32,C32,0.0,False
Tryptophol,gen3,AncFDMO_1312_c27,C,33,C33,0.0,False
Tryptophol,gen3,AncFDMO_1105_c31,C,34,C34,0.0,False
Tryptophol,gen3,AncFDMO_1014_c35,C,35,C35,0.0,False
Tryptophol,gen3,AncFDMO_1281_c39,C,36,C36,0.0,False
Tryptophol,gen3,AncFDMO_1382_c2,D,1,D1,0.0,False
Tryptophol,gen3,AncFDMO_701_c6,D,2,D2,0.0,False
Tryptophol,gen3,AncFDMO_1785_c10,D,3,D3,0.0,False
Tryptophol,gen3,AncFDMO_1354_c13,D,4,D4,0.0,False
Tryptophol,gen3,AncFDMO_2131_c15,D,5,D5,0.0,False
Tryptophol,gen3,AncFDMO_1170_c19,D,6,D6,0.0,False
Tryptophol,gen3,AncFDMO_1407_c21,D,7,D7,0.0,False
Tryptophol,gen3,AncFDMO_1461_c25,D,8,D8,0.0,False
Tryptophol,gen3,AncFDMO_244_c28,D,9,D9,0.0,False
Tryptophol,gen3,AncFDMO_1259_c32,D,10,D10,0.0,False
Tryptophol,gen3,AncFDMO_1603_c35,D,11,D11,0.118367975448108,True
Tryptophol,gen3,AncFDMO_2092_c39,D,12,D12,0.0,False
Tryptophol,gen3,AncFDMO_1017_c2,D,13,D13,0.04336186236377605,True
Tryptophol,gen3,AncFDMO_559_c6,D,14,D14,0.0,False
Tryptophol,gen3,AncFDMO_1507_c10,D,15,D15,0.0,False
Tryptophol,gen3,AncFDMO_1113_c13,D,16,D16,0.0,False
Tryptophol,gen3,AncFDMO_1667_c15,D,17,D17,0.0,False
Tryptophol,gen3,AncFDMO_1338_c18,D,18,D18,0.0,False
Tryptophol,gen3,AncFDMO_1172_c21,D,19,D19,0.0,False
Tryptophol,gen3,AncFDMO_1198_c25,D,20,D20,0.0,False
Tryptophol,gen3,AncFDMO_224_c29,D,21,D21,0.00871326556469803,True
Tryptophol,gen3,AncFDMO_993_c32,D,22,D22,0.0,False
Tryptophol,gen3,AncFDMO_1319_c35,D,23,D23,0.0,False
Tryptophol,gen3,AncFDMO_1734_c39,D,24,D24,0.0,False
Tryptophol,gen3,AncFDMO_841_c2,D,25,D25,0.0,False
Tryptophol,gen3,AncFDMO_427_c6,D,26,D26,0.0,False
Tryptophol,gen3,AncFDMO_1157_c10,D,27,D27,0.0,False
Tryptophol,gen3,AncFDMO_868_c13,D,28,D28,0.0,False
Tryptophol,gen3,AncFDMO_1444_c15,D,29,D29,0.0,False
Tryptophol,gen3,AncFDMO_1097_c18,D,30,D30,0.0,False
Tryptophol,gen3,AncFDMO_848_c21,D,31,D31,0.0,False
Tryptophol,gen3,AncFDMO_883_c25,D,32,D32,0.0,False
Tryptophol,gen3,AncFDMO_205_c29,D,33,D33,0.075754633184078,True
Tryptophol,gen3,AncFDMO_767_c32,D,34,D34,0.0,False
Tryptophol,gen3,AncFDMO_1050_c35,D,35,D35,0.0,False
Tryptophol,gen3,AncFDMO_1389_c39,D,36,D36,0.0,False
Tryptophol,gen3,AncFDMO_1407_c2,E,1,E1,0.0,False
Tryptophol,gen3,AncFDMO_797_c6,E,2,E2,0.0,False
Tryptophol,gen3,AncFDMO_1853_c10,E,3,E3,0.0,False
Tryptophol,gen3,AncFDMO_1396_c13,E,4,E4,0.0,False
Tryptophol,gen3,AncFDMO_2676_c16,E,5,E5,0.0,False
Tryptophol,gen3,AncFDMO_1243_c19,E,6,E6,0.0,False
Tryptophol,gen3,AncFDMO_1643_c22,E,7,E7,0.0,False
Tryptophol,gen3,AncFDMO_1540_c25,E,8,E8,0.0,False
Tryptophol,gen3,AncFDMO_301_c29,E,9,E9,0.12528559185048357,True
Tryptophol,gen3,AncFDMO_1310_c32,E,10,E10,0.0,False
Tryptophol,gen3,AncFDMO_422_c36,E,11,E11,0.0,False
Tryptophol,gen3,empty vector,E,12,E12,0.0,False
Tryptophol,gen3,AncFDMO_1223_c2,E,13,E13,0.0,False
Tryptophol,gen3,AncFDMO_616_c6,E,14,E14,0.0,False
Tryptophol,gen3,AncFDMO_1709_c10,E,15,E15,0.0,False
Tryptophol,gen3,AncFDMO_1261_c13,E,16,E16,0.0,False
Tryptophol,gen3,AncFDMO_1771_c15,E,17,E17,0.0,False
Tryptophol,gen3,AncFDMO_971_c19,E,18,E18,0.0,False
Tryptophol,gen3,AncFDMO_1212_c21,E,19,E19,0.0,False
Tryptophol,gen3,AncFDMO_1213_c25,E,20,E20,0.013378274074948243,True
Tryptophol,gen3,AncFDMO_1771_c30,E,21,E21,0.0,False
Tryptophol,gen3,AncFDMO_1123_c32,E,22,E22,0.0,False
Tryptophol,gen3,AncFDMO_370_c36,E,23,E23,0.0,False
Tryptophol,gen3,empty vector,E,24,E24,0.0,False
Tryptophol,gen3,AncFDMO_888_c2,E,25,E25,0.0,False
Tryptophol,gen3,AncFDMO_505_c6,E,26,E26,0.0,False
Tryptophol,gen3,AncFDMO_1281_c10,E,27,E27,0.0,False
Tryptophol,gen3,AncFDMO_932_c13,E,28,E28,0.0,False
Tryptophol,gen3,AncFDMO_1459_c15,E,29,E29,0.0,False
Tryptophol,gen3,AncFDMO_754_c19,E,30,E30,0.0,False
Tryptophol,gen3,AncFDMO_900_c21,E,31,E31,0.0,False
Tryptophol,gen3,AncFDMO_984_c25,E,32,E32,0.0,False
Tryptophol,gen3,AncFDMO_1278_c30,E,33,E33,0.0,False
Tryptophol,gen3,AncFDMO_871_c32,E,34,E34,0.0,False
Tryptophol,gen3,AncFDMO_284_c36,E,35,E35,0.0,False
Tryptophol,gen3,empty vector,E,36,E36,0.0,False
Tryptophol,gen3,AncFDMO_924_c3,F,1,F1,0.0,False
Tryptophol,gen3,AncFDMO_967_c7,F,2,F2,0.0,False
Tryptophol,gen3,AncFDMO_1896_c10,F,3,F3,0.0,False
Tryptophol,gen3,AncFDMO_1470_c13,F,4,F4,0.0,False
Tryptophol,gen3,AncFDMO_2796_c16,F,5,F5,0.0,False
Tryptophol,gen3,AncFDMO_1320_c19,F,6,F6,0.0,False
Tryptophol,gen3,AncFDMO_1661_c22,F,7,F7,0.0,False
Tryptophol,gen3,AncFDMO_1601_c25,F,8,F8,0.0,False
Tryptophol,gen3,AncFDMO_2226_c30,F,9,F9,0.0,False
Tryptophol,gen3,AncFDMO_1401_c32,F,10,F10,0.0,False
Tryptophol,gen3,AncFDMO_481_c36,F,11,F11,0.0,False
Tryptophol,gen3,empty vector,F,12,F12,0.0,False
Tryptophol,gen3,AncFDMO_785_c3,F,13,F13,0.0,False
Tryptophol,gen3,AncFDMO_803_c7,F,14,F14,0.0,False
Tryptophol,gen3,AncFDMO_1284_c11,F,15,F15,0.035713781582736914,True
Tryptophol,gen3,AncFDMO_1624_c14,F,16,F16,0.0,False
Tryptophol,gen3,AncFDMO_2130_c16,F,17,F17,0.0,False
Tryptophol,gen3,AncFDMO_1082_c19,F,18,F18,0.0,False
Tryptophol,gen3,AncFDMO_1325_c22,F,19,F19,0.0,False
Tryptophol,gen3,AncFDMO_1435_c25,F,20,F20,0.42820630880428856,True
Tryptophol,gen3,AncFDMO_1931_c30,F,21,F21,0.0,False
Tryptophol,gen3,AncFDMO_1213_c32,F,22,F22,0.0,False
Tryptophol,gen3,AncFDMO_406_c36,F,23,F23,0.0,False
Tryptophol,gen3,empty vector,F,24,F24,0.0,False
Tryptophol,gen3,AncFDMO_543_c3,F,25,F25,0.0,False
Tryptophol,gen3,AncFDMO_725_c7,F,26,F26,0.0,False
Tryptophol,gen3,AncFDMO_1044_c11,F,27,F27,0.12054916707179243,True
Tryptophol,gen3,AncFDMO_1235_c14,F,28,F28,0.0,False
Tryptophol,gen3,AncFDMO_1620_c16,F,29,F29,0.0,False
Tryptophol,gen3,AncFDMO_839_c19,F,30,F30,0.0,False
Tryptophol,gen3,AncFDMO_956_c22,F,31,F31,0.0,False
